Venue,Category,Latitude,Longitude,Neighborhood,ZIP
Escuela Hispana Montessori,Elementary School,40.721145,-73.984688,Downtown,10002
St Augustine's Episcopal Church,Church,40.713795,-73.983222,Downtown,10002
Lillian Wald Houses Nycha,Residential Building,40.720244,-73.978105,Alphabet City,10009
United States Postal Service,Post Office,40.721828,-73.981353,Alphabet City,10009
Fuzzy Beard Show,Education,40.716847,-73.980067,Downtown,10002
Los Vecinos Sro,Housing Authority,40.718936,-73.982593,Downtown,10002
NYPD 13th Precinct,Police Station,40.721697,-73.982221,Alphabet City,10010
New York City Board of Education,Elementary School,40.719078,-73.983341,Downtown,10002
"City University of Ny the,Region 9, Schools, Elementary Schools, PS 110",Elementary School,40.715393,-73.979967,Downtown,10002
Ujc Adult Luncheon Club,Senior Citizen Service,40.715792,-73.983169,Downtown,10002
Muse Paintbar,Art School,40.717587,-74.010432,Civic Center,10013
Playing Mantis,Church,40.719757,-74.00771,Civic Center,10013
The Piano Studio,Music School,40.721224,-74.009572,Civic Center,10013
440 Washington,Residential Building,40.723459,-74.010709,Downtown,10013
Sterling Mason,Property Management Office,40.721804,-74.010076,Civic Center,10013
Truffles,Property Management Office,40.723835,-74.010767,Downtown,10013
Tribeca Language,Education,40.718894,-74.00996,Civic Center,10013
456 Washington,Residential Building,40.724433,-74.010573,Downtown,10013
Tribeca Community School,Preschool,40.720374,-74.007138,Civic Center,10013
New York City Police Department - 1st Precinct,Police Station,40.720321,-74.007092,Civic Center,10013
Communications Workers of America,Organization,40.718861,-74.009217,Civic Center,10013
Borough of Manhattan Community College,Community College,40.717432,-74.012172,Battery Park City,10007
Ps 150,Elementary School,40.718116,-74.010802,Civic Center,10013
Tribeca Music Studio,Music School,40.718442,-74.010728,Civic Center,10013
Spiritualist Society New York,Church,40.724495,-74.008305,Downtown,10016
FDNY Ladder 8,Fire Station,40.719634,-74.006585,Civic Center,10013
A. Philip Randolph Memorial Library,Community and Government,40.717542,-74.012089,Downtown,10007
530 Canal,Residential Building,40.725576,-74.010225,Downtown,10013
Bmcc Admissions Office- S300,College Administrative Building,40.71754,-74.012176,Downtown,10007
Adelphi University,College and University,40.723264,-74.005986,Civic Center,10013
"Writers Guild of America, East",Non-Profit Organization,40.724822,-74.007456,Downtown,10013
NYPD Transit District 2,Police Station,40.720704,-74.004925,Civic Center,10013
Dergah Al Farah,Mosque,40.719662,-74.005538,Civic Center,10013
DSNY Manhattan 1 Garage,Government Building,40.725887,-74.010674,Downtown,10013
Auditorium,College Auditorium,40.718113,-74.006961,Civic Center,10013
Tribeca Pointe,Residential Building,40.718175,-74.014602,Battery Park City,10282
Experiment HQ,College and University,40.723388,-74.00538,Civic Center,10013
New York Genome Center,Public and Social Service,40.723283,-74.005289,Civic Center,10013
Stop Cold Drug and Alcohol Intervention Services,Organization,40.720848,-74.009514,Civic Center,10013
Susan T Klein,Art School,40.720537,-74.009065,Civic Center,10013
Hudson Street Condominium,Property Management Office,40.721033,-74.008692,Civic Center,10013
92nd Street Y Tribeca,Youth Organization,40.722879,-74.008241,Civic Center,10013
Claire & Jan Binney Lang Art,Organization,40.71968,-74.008856,Civic Center,10013
Preg Prep,Public and Social Service,40.719218,-74.009973,Civic Center,10013
Thevisualmd.com,College and University,40.722512,-74.007834,Civic Center,10013
License Training Now,College and University,40.723461,-74.008657,Downtown,10013
Greenwich Townhouse Condominim,Property Management Office,40.718945,-74.010093,Civic Center,10013
National Association For The Advancement Of Colored People,Organization,40.719086,-74.008876,Civic Center,10013
Hydrotechnology Consultants,Environmental Organization,40.719028,-74.009005,Civic Center,10013
Cobblestone Lofts Condominium,Real Estate Agency,40.722105,-74.006945,Civic Center,10013
Atalanta Condo,Property Management Office,40.719993,-74.007254,Civic Center,10013
50 Varick St Condominium,Property Management Office,40.721204,-74.006341,Civic Center,10013
Maven Partners,Organization,40.720235,-74.006303,Civic Center,10013
The Caring Community at Independence Plaza,Public and Social Service,40.717736,-74.010918,Civic Center,10013
Inner Action Plus,Art School,40.7187,-74.007202,Civic Center,10013
Duane Street Island,Organization,40.717599,-74.009996,Civic Center,10013
McNy Libraries & Learning Center,College and University,40.723264,-74.005986,Civic Center,10013
Field Tax Service,Community and Government,40.723264,-74.005986,Civic Center,10013
American Telesis,Organization,40.717797,-74.008651,Civic Center,10013
261 Hudson Apartments,Residential Building,40.725138,-74.007905,Downtown,10013
Mahayana Temple Buddhist Association,Buddhist Temple,40.716163,-73.995361,Chinatown,10002
Chinese American Planning Council - Open Door Senior Center,Non-Profit Organization,40.719919,-73.998084,Chinatown,10013
Guangming Buddhist Temple,Buddhist Temple,40.719146,-73.998752,Chinatown,10013
Ps 130,Education,40.71877,-73.998693,Chinatown,10013
NYU Broome Street Residence Hall,College Residence Hall,40.720908,-73.997425,Chinatown,10013
Tone Academy of Music,Music School,40.717946,-73.999228,Chinatown,10013
57 Kenmare,Residential Building,40.721166,-73.995863,Chinatown,10012
China Buddhist Association,Organization,40.718511,-74.000255,Chinatown,10013
19 Kenmare,Residential Building,40.72071,-73.994754,Chinatown,10012
ACE Forum,Language School,40.718179,-73.994611,Chinatown,10002
Tzu Chi Foundation USA,Charity,40.719793,-74.000742,Chinatown,10013
Venezuelan Mission at the UN,Embassy / Consulate,40.721854,-74.000299,Chinatown,10013
Social Security Administration,Government Building,40.72117,-74.001669,Chinatown,10013
Trust In God Baptist Church,Church,40.715668,-73.997698,Chinatown,10013
FDNY Ladder 20 Engine 13,Fire Station,40.722979,-73.996633,Chinatown,10012
General Conference Of Seventh-Day Adventists,Spiritual Center,40.719323,-73.992211,Chinatown,10002
Art Resource,Library,40.723092,-73.998427,Downtown,10012
8 Rivington,Residential Building,40.721679,-73.992828,Chinatown,10002
BoardVitals,Medical School,40.721694,-74.000249,Chinatown,10013
The Bowery Mission,Church,40.721998,-73.993015,Chinatown,10002
Manhattan Central Booking,Police Station,40.716009,-74.001029,Chinatown,10013
50 Franklin St Condos,Residential Building,40.717157,-74.002471,Chinatown,10013
Projective at Freemans,Social Club,40.721694,-73.992305,Chinatown,10002
111 Centre New York City Supreme Court,Courthouse,40.716536,-74.001486,Chinatown,10013
Jury Assembly Room 500 Pearl Street,Courthouse,40.716455,-74.000523,Chinatown,10007
Learning,Tutoring Service,40.719277,-73.997884,Chinatown,10013
Ming Sun Realty,Property Management Office,40.718276,-73.997015,Chinatown,10013
Glam Lab Makeup Studios,Education,40.720063,-73.998744,Chinatown,10013
New York University,College and University,40.720965,-73.997296,Chinatown,10013
NYC Sabres: Sabres & Falcons Basketball,Non-Profit Organization,40.718111,-73.999104,Chinatown,10013
New America Foundation,Non-Profit Organization,40.72117,-73.997852,Chinatown,10012
Ice House Condominiums,Property Management Office,40.720057,-73.99499,Chinatown,10012
Music Beans A Creative Place,Music School,40.71801,-73.99922,Chinatown,10013
Aicenter For Chinese-Wossing,Language School,40.718179,-73.994611,Chinatown,10002
Creator's Voice,Tutoring Service,40.717346,-73.995466,Chinatown,10013
Shan Xiu Taoist Temple,Spiritual Center,40.71883,-74.000442,Chinatown,10013
Office Child Support Enforcement,Community and Government,40.718629,-73.99393,Chinatown,10002
Elite Fire Protection,Fire Station,40.719668,-73.993404,Chinatown,10002
Durham Minerva,Art School,40.722311,-73.997393,Chinatown,10012
"Elsa Sasha Yu, LMSW",Public and Social Service,40.718643,-74.001351,Chinatown,10013
Chinese Staff & Workers Association,Organization,40.716661,-73.9949,Chinatown,10002
Apt Two Twelve Incoporated,Property Management Office,40.722732,-73.997759,Chinatown,10012
Mint Digital,Organization,40.719814,-74.001921,Chinatown,10013
Landesman Bros,Organization,40.718148,-74.001724,Chinatown,10013
Agawani International,Charity,40.72121,-73.992737,Chinatown,10002
Independent Curators,Charity,40.718933,-74.002585,Chinatown,10013
Ong Family Foundation,Public and Social Service,40.718876,-74.002713,Chinatown,10013
Manhattan Police Department,Police Station,40.716117,-74.001033,Chinatown,10013
New York County Defender Service,Government Department / Agency,40.71606,-74.001162,Chinatown,10013
Amerigroup Community Care,Public and Social Service,40.714928,-73.997145,Chinatown,10013
New York Public Library - Mulberry Street Library,Library,40.724137,-73.995675,Downtown,10012
Venezuelan Mission at the UN,Embassy / Consulate,40.721854,-74.000299,Chinatown,10013
BoardVitals,Medical School,40.721694,-74.000249,Chinatown,10013
Social Security Administration,Government Building,40.72117,-74.001669,Chinatown,10013
Art Resource,Library,40.723092,-73.998427,Downtown,10012
Tzu Chi Foundation USA,Charity,40.719793,-74.000742,Chinatown,10013
NYU Broome Street Residence Hall,College Residence Hall,40.720908,-73.997425,Chinatown,10013
Chinese American Planning Council - Open Door Senior Center,Non-Profit Organization,40.719919,-73.998084,Chinatown,10013
The Opportunity Agenda,Public and Social Service,40.72425,-73.997469,Downtown,10012
FDNY Ladder 20 Engine 13,Fire Station,40.722979,-73.996633,Chinatown,10012
Hazelden Betty Ford Foundation,Community and Government,40.720816,-74.004755,Civic Center,10013
Guangming Buddhist Temple,Buddhist Temple,40.719146,-73.998752,Chinatown,10013
NYU Club Sports,College and University,40.725357,-73.99843,Downtown,10012
Ps 130,Education,40.71877,-73.998693,Chinatown,10013
China Buddhist Association,Organization,40.718511,-74.000255,Chinatown,10013
57 Kenmare,Residential Building,40.721166,-73.995863,Chinatown,10012
Global Citizen Data,Non-Profit Organization,40.725024,-73.996801,Downtown,10012
Harvestworks,Community and Government,40.724978,-73.996494,Downtown,10012
Blueprint LSAT Preparation,Tutoring Service,40.724971,-73.996755,Downtown,10012
Adelphi University,College and University,40.723264,-74.005986,Civic Center,10013
Archive of Contemporary Music,Library,40.718558,-74.003791,Chinatown,10013
Music Beans,Music School,40.717946,-73.999228,Chinatown,10013
Tone Academy of Music,Music School,40.717946,-73.999228,Chinatown,10013
62 Green Street Owners,Real Estate Service,40.722919,-74.000871,Chinatown,10012
53 Greene Associates,Residential Building,40.722463,-74.00172,Chinatown,10013
"McCollum, Allan",Art School,40.723179,-74.001181,Chinatown,10012
The Calder Foundation,Organization,40.72222,-74.002515,Chinatown,10013
Uaw,Organization,40.722789,-74.003124,Chinatown,10013
19-21 Green St Condo,Property Management Office,40.721137,-74.00289,Chinatown,10013
1416 Wooster Owners,Organization,40.721351,-74.003284,Chinatown,10013
Apt Two Twelve Incoporated,Property Management Office,40.722732,-73.997759,Chinatown,10012
New America Foundation,Non-Profit Organization,40.72117,-73.997852,Chinatown,10012
Durham Minerva,Art School,40.722311,-73.997393,Chinatown,10012
Mint Digital,Organization,40.719814,-74.001921,Chinatown,10013
Glam Lab Makeup Studios,Education,40.720063,-73.998744,Chinatown,10013
New York University,College and University,40.720965,-73.997296,Chinatown,10013
Kulinary Kids NYC,Education,40.723652,-74.004173,Downtown,10013
Teachers Network,Organization,40.721034,-74.004676,Civic Center,10013
Shan Xiu Taoist Temple,Spiritual Center,40.71883,-74.000442,Chinatown,10013
Christiania Spirits,Spiritual Center,40.720816,-74.004755,Civic Center,10013
Natap,Public and Social Service,40.724471,-73.997303,Downtown,10012
583-587 Broadway Condominium,Real Estate Service,40.72484,-73.997623,Downtown,10012
Independent Curators,Charity,40.718933,-74.002585,Chinatown,10013
"Elsa Sasha Yu, LMSW",Public and Social Service,40.718643,-74.001351,Chinatown,10013
Learning,Tutoring Service,40.719277,-73.997884,Chinatown,10013
Ong Family Foundation,Public and Social Service,40.718876,-74.002713,Chinatown,10013
Building Services 32 BJ,Organization,40.723283,-74.005289,Civic Center,10013
La Fuente A Tri-State Worker & Community Fund,Organization,40.723283,-74.005289,Civic Center,10013
Association For Rehabilitation of The Mentally Ill,Organization,40.724748,-73.997009,Downtown,10012
Academy of American Poets,Non-Profit Organization,40.724748,-73.997009,Downtown,10012
Greenwich House Music School,Music School,40.732208,-74.004376,Downtown,10014
The New School for Drama,College Arts Building,40.736288,-74.009079,Chelsea,10014
L'oreal Professionnel Soho Academy,Education,40.730733,-74.007025,Downtown,10014
United States Postal Service,Post Office,40.734041,-74.006413,Downtown,10014
VillageCareMAX,Charity,40.734273,-74.005811,Downtown,10014
The Towers Apartments,Property Management Office,40.734448,-74.007303,Downtown,10014
The Shephard,Real Estate Agency,40.73356,-74.008228,Downtown,10014
St Luke's School,Elementary School,40.732575,-74.006748,Downtown,10014
Village Community School,Elementary School,40.733351,-74.007958,Downtown,10014
Church of St Luke in the Fields,Church,40.73246,-74.007006,Downtown,10014
H B Playwrights Foundation,Charity,40.736108,-74.007762,Chelsea,10014
Perry street Workshop,College Auditorium,40.735424,-74.00315,Downtown,10014
Fat Cat FAB LAB,Community Center,40.7337,-74.003081,Downtown,10014
DPardue,Residential Building,40.737123,-74.006143,Chelsea,10014
Bank,Residential Building,40.736957,-74.004302,Chelsea,10014
756 Washington,Residential Building,40.737236,-74.007937,Chelsea,10014
Ms 297 NYC,Primary and Secondary School,40.731157,-74.007303,Downtown,10014
Bright Horizons at West Village,Community and Government,40.731622,-74.008064,Downtown,10014
"New York University, Dormitories Housing & Residence Halls Greenwich Ho",College Residence Hall,40.731241,-74.00818,Downtown,10014
St John's In The Village,Church,40.736047,-74.002083,Downtown,10014
Neighborhood Church of Greenwich Village,Church,40.731492,-74.00295,Downtown,10014
One Hundred Jane Street,Residential Building,40.737976,-74.008491,Downtown,10014
Superior Ink,Residential Building,40.737354,-74.009558,Downtown,10014
Greenwich House Pottery,Art School,40.731944,-74.002182,Downtown,10014
W 4th Grotto,Residential Building,40.737843,-74.003464,Chelsea,10014
Outpost Digital,Post Office,40.730518,-74.007016,Downtown,10014
Eleven Bank Street,Residential Building,40.737172,-74.002345,Chelsea,10014
259 W. 12th,Residential Building,40.737688,-74.003239,Chelsea,10011
Vermeer,Residential Building,40.730084,-74.007086,Downtown,10011
Columbia Business School,Education,40.734661,-74.005434,Downtown,10014
Kaminer Foundation,Organization,40.734831,-74.005135,Downtown,10014
Trace Foundation,Organization,40.734767,-74.00749,Downtown,10014
Latse Contemporary Tibetan Cultural Library,Library,40.734656,-74.007573,Downtown,10014
Juilliard School,Primary and Secondary School,40.735035,-74.007544,Chelsea,10014
Voice Charter School of New York,Elementary School,40.733494,-74.004689,Downtown,10014
Oracle Creative Management,Church,40.733497,-74.004602,Downtown,10014
Harlington Realty,Residential Building,40.733166,-74.004851,Downtown,10014
Greenwich Village Middle School,Elementary School,40.732592,-74.006138,Downtown,10014
"St Luke In the Fields Church of, St Luke's School",Church,40.732628,-74.006794,Downtown,10014
"Barnett J Weiss Ma, LCSW Therapy",Public and Social Service,40.734626,-74.008707,Chelsea,10014
Angels For Animal Rights,Non-Profit Organization,40.736134,-74.004837,Chelsea,10014
Kol Hakfar,Spiritual Center,40.732907,-74.004447,Downtown,10014
The Guitar Salon,Music School,40.733022,-74.00419,Downtown,10014
Idea T,Environmental Organization,40.733195,-74.003804,Downtown,10014
Congregation Darech Amuno,Church,40.735,-74.003378,Downtown,10014
Words Without Borders,Non-Profit Organization,40.732475,-74.008447,Downtown,10014
Bedford Barrow Commerce Block Association,Organization,40.7317,-74.005185,Downtown,10014
Village Church Pca,Church,40.736138,-74.002698,Downtown,10014
Morris Katrina - Trace Foundation,Charity,40.735769,-74.002377,Downtown,10014
Mental Hygiene Legal Service,Government Department / Agency,40.731157,-74.007303,Downtown,10014
Bloomingdale Branch Library,Library,40.795909,-73.967638,Manhattan Valley,10025
New Amsterdam Fencing Academy,Trade School,40.799897,-73.967881,Manhattan Valley,10025
Frederick Douglass Houses,Residential Building,40.798297,-73.965152,Manhattan Valley,10025
NYCHA - Douglass Houses II,Housing Development,40.796403,-73.965297,Manhattan Valley,10025
NYCHA - Douglass Houses I,Housing Development,40.7956,-73.965047,Manhattan Valley,10025
Edward A. Reynolds West Side High School,High School,40.797114,-73.966986,Manhattan Valley,10025
NYPD Patrol Borough Manhattan North,Police Station,40.796405,-73.967264,Manhattan Valley,10025
425 Central Park West Equities,Residential Building,40.796011,-73.961828,Manhattan Valley,10025
Park West Montessori School,Education,40.796454,-73.961408,Manhattan Valley,10025
Samaritan Village,Addiction Treatment Center,40.799844,-73.963812,Manhattan Valley,10025
392 Central Park West,Residential Building,40.794696,-73.964546,Manhattan Valley,10025
New York City Housing Authority's Frederick Douglass Addition,Housing Development,40.798394,-73.96756,Manhattan Valley,10025
410 Central Park West,Residential Building,40.794746,-73.962697,Manhattan Valley,10025
400 Central Park West Condominium,Real Estate Service,40.794075,-73.963545,Manhattan Valley,10025
Basis Independent Manhattan,Private School,40.794494,-73.966053,Manhattan Valley,10025
415 Central Park West Owners,Real Estate Service,40.795021,-73.962489,Manhattan Valley,10025
Health Academy,Community and Government,40.795957,-73.967859,Manhattan Valley,10025
Trinity Lutheran Church,Church,40.796278,-73.967959,Manhattan Valley,10025
Columbus Square,Property Management Office,40.794585,-73.966669,Manhattan Valley,10025
Sprout,Non-Profit Organization,40.798851,-73.966616,Manhattan Valley,10025
NYPD 24th Precinct,Police Station,40.796352,-73.967218,Manhattan Valley,10025
Robofun,Primary and Secondary School,40.798198,-73.96882,Manhattan Valley,10025
My Little Language School,Language School,40.796449,-73.969627,Manhattan Valley,10025
St Michaels Church,Church,40.796351,-73.969273,Manhattan Valley,10025
The Armstead,Residential Building,40.800097,-73.968501,Manhattan Valley,10025
United States Postal Service,Post Office,40.79964,-73.96739,Manhattan Valley,10025
West 104th St Associations,Organization,40.79713,-73.962352,Manhattan Valley,10025
North Park Apartments,Real Estate Agency,40.795477,-73.9636,Manhattan Valley,10025
Alms Chic,Charity,40.798303,-73.966944,Manhattan Valley,10025
HI New York City,Non-Profit Organization,40.798703,-73.96668,Manhattan Valley,10025
WSFSSH,Senior Citizen Service,40.800106,-73.964129,Manhattan Valley,10025
August Aichhorn Center For Adolescent Residential Care,High School,40.798678,-73.961013,Manhattan Valley,10025
Kowal House,Property Management Office,40.799155,-73.961337,Manhattan Valley,10025
The NYC Department of Health and Mental Hygiene,Public and Social Service,40.796168,-73.968042,Manhattan Valley,10025
Mandell School,Nursery School,40.794546,-73.966099,Manhattan Valley,10025
"Rook, Lani: Lani Rook",Public and Social Service,40.794748,-73.966632,Manhattan Valley,10025
Take Two Film Academy,Art School,40.794494,-73.966053,Manhattan Valley,10025
Three Parks Independent Democrats,Organization,40.799535,-73.967298,Manhattan Valley,10025
Akanksha Foundation,Organization,40.794188,-73.963375,Manhattan Valley,10025
Mora Automobile Driving School,Driving School,40.800215,-73.9661,Manhattan Valley,10025
Heavenly Rhythms School of Music,Music School,40.797072,-73.968558,Manhattan Valley,10025
Park West Village Apartments,Property Management Office,40.794936,-73.967688,Manhattan Valley,10025
Mane Sunanda,Youth Organization,40.79431,-73.966877,Manhattan Valley,10025
Hyper IgM Foundation,Non-Profit Organization,40.79787,-73.968983,Manhattan Valley,10025
Volunteers of America,Public and Social Service,40.799842,-73.967922,Manhattan Valley,10025
Spark,Art School,40.79378,-73.966507,Manhattan Valley,10025
HEA - Hypospadias & Epispadias Association,Community and Government,40.79875,-73.96941,Manhattan Valley,10025
Creative Alternatives of New York,Public and Social Service,40.796449,-73.969627,Manhattan Valley,10025
Public School 163,Elementary School,40.794696,-73.968553,Manhattan Valley,10025
Batoto Yetu,Youth Organization,40.801061,-73.966745,Manhattan Valley,10025
Butler Library,Library,40.806285,-73.963231,Harlem,10027
Science and Engineering Library - Columbia University,College Library,40.809937,-73.961929,Harlem,10027
Columbia Journalism World Room,College Classroom,40.80757,-73.963631,Harlem,10027
Columbia University Morningside Campus,College Arts Building,40.807958,-73.963252,Harlem,10027
Pulitzer Hall - Columbia University Graduate School of Journalism,College Academic Building,40.807467,-73.963382,Harlem,10027
Columbia University Bookstore,College Bookstore,40.806961,-73.964176,Morningside Heights,10027
Columbia University Music & Arts Library,College Library,40.808021,-73.962717,Harlem,10027
Lerner Room 555,College Classroom,40.807012,-73.963866,Harlem,10027
Hewitt Dining Hall - Barnard College,College Cafeteria,40.808791,-73.964421,Morningside Heights,10027
616 Residence Hall - Barnard College,College Residence Hall,40.807962,-73.965133,Morningside Heights,10027
Lerner Hall,Student Center,40.806626,-73.964583,Morningside Heights,10027
The Earl Hall Center,College Auditorium,40.808675,-73.962711,Harlem,10027
Lerner Ramps,Student Center,40.806968,-73.963914,Harlem,10027
Low Steps - Columbia University,Community and Government,40.807766,-73.96237,Harlem,10027
South Lawn Columbia University,College Quad,40.807107,-73.962782,Harlem,10027
Broadway Presbyterian Church,Church,40.806938,-73.965049,Morningside Heights,10025
Barnard Zine Library,Community and Government,40.809636,-73.963099,Harlem,10027
Columbia University,College and University,40.808156,-73.961904,Harlem,10027
Intercultural Resource Center,College Residence Hall,40.806312,-73.964238,Harlem,10025
Greenborough - Columbia University,College Residence Hall,40.806814,-73.965657,Morningside Heights,10025
Sigma Delta Tau,Fraternity House,40.806161,-73.963839,Harlem,10025
Woodbridge Residence Hall,College Residence Hall,40.808315,-73.966065,Morningside Heights,10025
Columbia University Department of Classics,College Academic Building,40.806735,-73.96213,Harlem,10027
Columbia Center for New Media Teaching and Learning,College Administrative Building,40.806124,-73.963181,Harlem,10027
Rare Book & Manuscript Library,Library,40.806182,-73.963052,Harlem,10027
Columbia Lambda Phi Epsilon,Fraternity House,40.806048,-73.964009,Harlem,10025
Broadway Residence Hall,College Residence Hall,40.80614,-73.964625,Manhattan Valley,10025
Havemeyer Hall - Columbia University,College Science Building,40.809444,-73.962216,Harlem,10027
Avery Architectural & Fine Arts Library,Library,40.808287,-73.961035,Harlem,10027
St Paul's Chapel - Columbia University,Church,40.807803,-73.960972,Harlem,10027
Levien Gym - Columbia University,College Basketball Court,40.809765,-73.962316,Harlem,10027
"John Jay Hall, Columbia University Undergraduate Student Life",College Residence Hall,40.805985,-73.962345,Harlem,10027
Avery Hall,College Academic Building,40.808287,-73.961035,Harlem,10025
Philosophy Hall - Columbia University,College Academic Building,40.807372,-73.960956,Harlem,10027
Delta Sig,Fraternity House,40.805729,-73.963822,Harlem,10025
Milbank Hall,College Administrative Building,40.810228,-73.963165,Manhattanville,10027
Barnard College,College and University,40.809078,-73.963632,Morningside Heights,10027
Northwest Corner Building - Columbia University,College Science Building,40.810103,-73.961805,Harlem,10027
Fayerweather 310,College Classroom,40.808143,-73.960373,Harlem,10027
Columbia Institute for Tele-Information,College and University,40.810045,-73.961934,Harlem,10027
Italian Academy,College and University,40.807551,-73.960306,Harlem,10027
Arthur W Diamond Law Library,College Library,40.806901,-73.960369,Harlem,10027
Schermerhorn Hall - Columbia University,College Academic Building,40.808778,-73.960414,Harlem,10027
Pupin Hall,College Science Building,40.810006,-73.961364,Harlem,10027
Columbia Law School - Jerome Greene Hall,Law School,40.806901,-73.960369,Harlem,10027
Cep,College Classroom,40.810592,-73.961692,Harlem,10027
Thompson Hall,College Arts Building,40.810385,-73.961334,Harlem,10027
"Teachers College, Columbia University",College and University,40.810191,-73.96054,Harlem,10027
Everett Library Cafe,College Cafeteria,40.809754,-73.960698,Harlem,10027
Interchurch Center,Church,40.810965,-73.963893,Morningside Heights,10115
New York Public Library,Library,40.738257,-73.982214,East Village,10010
School of Visual Arts,College Library,40.73694,-73.981071,Gramercy,10010
Roman Catholic Church of the Epiphany,Church,40.737041,-73.983302,East Village,10010
Junior High School 104,Middle School,40.735766,-73.980588,Gramercy,10010
Juniors Police Equipment,Law Enforcement and Public Safety,40.737415,-73.983447,East Village,10010
Philippe Starck Gramercy Building,Residential Building,40.73709,-73.979505,Bellevue,10010
School Of Visual Arts - Photography Building,College Arts Building,40.737195,-73.983613,East Village,10010
The Modern At Gramercy,Residential Building,40.736186,-73.983006,East Village,10003
Simon Baruch Middle School,Middle School,40.735424,-73.981274,East Village,10003
New York Towers,Organization,40.738584,-73.980087,Bellevue,10010
Penny Lane Owners Corporation,Organization,40.739342,-73.981994,Gramercy,10010
East Midtown Plaza,Residential Building,40.737326,-73.978728,Bellevue,10010
NYU College of Dentistry,College Lab,40.73793,-73.978359,Bellevue,10010
Waldman Memorial Dental Libr,Library,40.737568,-73.977777,Bellevue,10010
Celeste Gramercy,Residential Building,40.73902,-73.984076,East Village,10010
Phipps,Residential Building,40.739111,-73.978579,Bellevue,10010
The Peter James,Real Estate Service,40.740101,-73.981849,Gramercy,10010
NYU Medical Parasitology,Medical School,40.738538,-73.977815,Bellevue,10010
Park Towers,Residential Building,40.735384,-73.984721,East Village,10003
Gramercy Park Towers,Real Estate Agency,40.735946,-73.984951,East Village,10003
Athletic Recreational Center,College Gym,40.740533,-73.983831,Flatiron,10010
One Lexington Avenue,Property Management Office,40.738278,-73.985446,East Village,10010
New York Regional Poison Control Center,College Science Building,40.738456,-73.976851,Bellevue,10016
Kips Bay Court,Residential Building,40.739808,-73.978737,Bellevue,10016
Baruch College - Cafeteria,College Cafeteria,40.740316,-73.983483,Flatiron,10010
United States Postal Service,Post Office,40.739456,-73.983789,Flatiron,10010
150 E 18th,Residential Building,40.736218,-73.985802,East Village,10003
Office of Residence Life,Student Center,40.74026,-73.983952,Flatiron,10010
LAZ Gillman Hall,Residential Building,40.733584,-73.981464,Gramercy,10003
Baruch College - Hillel,College and University,40.740411,-73.983996,Flatiron,10010
81 Irving Tennant,Property Management Office,40.737272,-73.986717,Downtown,10003
St Illuminators Armenian Apostolic Cathedral,Church,40.741114,-73.980317,Gramercy,10016
70 Irving Place,Residential Building,40.73647,-73.986467,Downtown,10003
St George's Church,Church,40.734405,-73.985032,East Village,10003
Peter Cooper Village,Housing Development,40.73505,-73.977111,Midtown,10010
Global Kids,Elementary School,40.740818,-73.983275,Flatiron,10010
The Abbey,Residential Building,40.734604,-73.985652,East Village,10003
Ecole Internationale De New York,Preschool,40.739342,-73.986012,Chelsea,10010
4 Gramercy Park West,Residential Building,40.73813,-73.986925,Chelsea,10003
New York Quarterly Meeting of the Religious Society of Friends,Church,40.733974,-73.985016,East Village,10003
Epiphany Parish,Church,40.737194,-73.981648,Gramercy,10003
Archdiocese of New York,Primary and Secondary School,40.737244,-73.981781,East Village,10010
Apartments & Apartment Houses,Property Management Office,40.736602,-73.981582,East Village,10010
New York Public Library - Epiphany Library,Library,40.738051,-73.981857,Gramercy,10010
Laskin Media,Education,40.73825,-73.982476,East Village,10010
The Salvation Army,Charity,40.738358,-73.98248,East Village,10010
"SVA MFA Photo, Video and Related Media",Education,40.73711,-73.9833,East Village,10010
Aaron Siskind Foundation,Charity,40.737144,-73.98348,East Village,10010
Workforce Enterprises,Education,40.73775,-73.979006,Bellevue,10010
Decorative Furnishings Association,Organization,40.738234,-73.979069,Bellevue,10010
Battery Park City Library,Library,40.715608,-74.015766,Battery Park City,10282
Gateway Plaza,Residential Building,40.711585,-74.016915,Battery Park City,10280
Battery Park Synagogue,Synagogue,40.711442,-74.016255,Battery Park City,10280
Gateway Plaza,Residential Building,40.711001,-74.016586,Battery Park City,10280
The Gateway,Residential Building,40.710893,-74.016582,Battery Park City,10280
Gateway Plaza 300,Residential Building,40.710752,-74.017798,Battery Park City,10280
1 Rector Park,Residential Building,40.7104,-74.016868,Battery Park City,10280
Battery Park City Authority,Government Building,40.710649,-74.015656,Battery Park City,10281
Gateway Plaza 600 Building,Residential Building,40.711372,-74.014855,Battery Park City,10280
Liberty House,Residential Building,40.70973,-74.017714,Battery Park City,10280
Fgp 90 West Street,Real Estate Agency,40.709926,-74.014492,Battery Park City,10006
225 Rector Rooftop,Residential Building,40.709445,-74.016306,Battery Park City,10280
St Nicholas Greek Orthodox Church,Church,40.710426,-74.013945,Battery Park City,10006
90 West St Tenant's Lounge,Residential Building,40.709931,-74.014318,Battery Park City,10006
Big Brothers Big Sisters of New York City,Public and Social Service,40.708676,-74.014835,Battery Park City,10006
Post Towers,Residential Building,40.709167,-74.014636,Battery Park City,10006
Urban Justice Center,Non-Profit Organization,40.708573,-74.014656,Battery Park City,10006
Hudson View West Condominium,Real Estate Agency,40.709976,-74.016589,Battery Park City,10280
