Venue,Category,Latitude,Longitude,Neighborhood,ZIP
Mount Sinai Department. of Otolaryngology,Doctor's Office,40.769679,-73.985541,Lincoln Square,10019
Goel Anupama Mount Sinai Heart New York,Doctor's Office,40.769789,-73.985458,Lincoln Square,10019
Mount Sinai West,Health and Medicine,40.769973,-73.987526,Lincoln Square,10019
Pulmonology Services at Mount Sinai West,Health and Medicine,40.769446,-73.984177,Lincoln Square,10023
"Open Sesame Dentistry: Suzanne Grady, DDS",Dentist,40.77633,-73.983092,Lincoln Square,10023
New York Blood Center,Blood Bank,40.775322,-73.984451,Lincoln Square,10023
Bodysmart Personal Training,Hospital,40.776621,-73.986294,Lincoln Square,10023
"Marty Jaramillo, PT, PC",Physical Therapy Clinic,40.774436,-73.98127,Hell's Kitchen,10023
"Lilan Le, OD",Optometrist,40.77602,-73.982556,Lincoln Square,10023
NY Counseling And Clinical Social Work Service,Psychologist,40.776782,-73.986344,Lincoln Square,10023
West Side Pediatrics Associates,Pediatrician,40.770166,-73.985516,Lincoln Square,10023
AcuWow,Acupuncture Clinic,40.7709,-73.988298,Lincoln Square,10019
Samuels Center,Health and Medicine,40.770384,-73.987404,Lincoln Square,10019
NYC Hearing Associates,Physician,40.77429,-73.980696,Lincoln Square,10023
"Eric Cohen, MD",Physician,40.769835,-73.985766,Lincoln Square,10019
West Side Radiology Associates,Radiologist,40.769833,-73.985853,Lincoln Square,10019
Joel Barish MD,Internal Medicine Doctor,40.769787,-73.985545,Lincoln Square,10019
Daniel B Kuriloff,"Ear, Nose and Throat Doctor",40.769684,-73.985599,Lincoln Square,10019
Martin D Epstein,Psychologist,40.777199,-73.986885,Lincoln Square,10023
Lisa Ganjhu,Gastroenterologist,40.769676,-73.985574,Lincoln Square,10019
Kessler George Dr,Dentist,40.777199,-73.986885,Lincoln Square,10023
Attoe Linda MD,Internal Medicine Doctor,40.770808,-73.981696,Hell's Kitchen,10023
Guildnet,Home Health Care Service,40.772519,-73.980321,Lincoln Square,10023
Rosenn Barak M Md Mt Sinai St Lukes Roosevelt Hospital Obstetrics Gynecology New York,Health and Medicine,40.769848,-73.987295,Hell's Kitchen,10019
Out Patient Therapy,Physical Therapy Clinic,40.769701,-73.986722,Hell's Kitchen,10019
CityMD West 69th Urgent Care - NYC,Health and Medicine,40.776835,-73.982369,Lincoln Square,10023
Ganjain Benjamin DDS,Dentist,40.777555,-73.985675,Lincoln Square,10023
Zusin Dental,Dentist,40.777477,-73.98659,Lincoln Square,10023
"Raymonde Jean, MD",Physician,40.769437,-73.983912,Lincoln Square,10023
Siegel Chiropractic,Chiropractor,40.771934,-73.979992,Lincoln Square,10023
Pure Paws Veterinary Care of Hell's Kitchen,Veterinarian,40.759783,-73.99625,Hell's Kitchen,10036
Emergency Medical Care: Midtown,Medical Center,40.760109,-73.996175,Hell's Kitchen,10036
Pura Dermatology,Dermatologist,40.756695,-73.996696,Hell's Kitchen,10018
Stand Up Mri El,Health and Medicine,40.761257,-73.997619,Hell's Kitchen,10036
Bond Vet - Hell's Kitchen,Veterinarian,40.761504,-73.994376,Hell's Kitchen,10036
Hudson Dermatology and Laser Surgery,Physician,40.756495,-73.99813,Hell's Kitchen,10018
Back To Health Physical and Occupational Therapy,Physical Therapy Clinic,40.756332,-73.998167,Hell's Kitchen,10018
Ogilvy Medical Center,Medical Center,40.763411,-73.995825,Clinton,10036
Ryan Chelsea Clinton Community Health Center,Medical Center,40.762169,-73.993854,Clinton,10036
CityMD Hell's Kitchen,Urgent Care Center,40.758292,-73.99156,Hell's Kitchen,10036
University Dental Associates,Dentist,40.757645,-73.991535,Hell's Kitchen,10036
Hospital League 1199 Training & Upgrading Fund,Hospital,40.757592,-73.991489,Hell's Kitchen,10036
Smile Smile Dental,Dentist,40.759918,-73.991275,Hell's Kitchen,10036
Westside Animal Hospital,Veterinarian,40.762458,-73.993122,Clinton,10036
"42nd Street Dental Associates, PC",Dentist,40.757647,-73.991448,Hell's Kitchen,10036
330 West Foot Care,Podiatrist,40.757647,-73.991448,Hell's Kitchen,10036
Medrite Urgent Care,Physician,40.757647,-73.991448,Hell's Kitchen,10036
"Russell Levine, MD",Ophthalmologist,40.760081,-73.991237,Hell's Kitchen,10036
One Medical Testing Site - Hudson Yards,Medical Center,40.756244,-73.99943,Hell's Kitchen,10018
Midtown Medical Associates,Internal Medicine Doctor,40.762403,-73.993164,Clinton,10036
Heart of Chelsea Veterinary Group - Hell's Kitchen,Veterinarian,40.761984,-73.99271,Hell's Kitchen,10036
One Medical,Medical Center,40.755822,-73.999064,Hell's Kitchen,10001
The Dermatology Specialists - Hell's Kitchen,Dermatologist,40.762753,-73.994182,Clinton,10036
Healing Perspective Acupuncture,Acupuncture Clinic,40.755262,-73.993844,Hell's Kitchen,10018
Simon Flamm DDS Hell's Kitchen Dental,Dentist,40.762621,-73.993085,Clinton,10036
RestoreRehab Physical Therapy,Physical Therapy Clinic,40.762403,-73.993164,Clinton,10036
Cohen's Fashion Optical,Ophthalmologist,40.757647,-73.991448,Hell's Kitchen,10036
GVS General Vision,Optometrist,40.757645,-73.991535,Hell's Kitchen,10036
Dr karen thornton,Doctor's Office,40.75759,-73.991576,Hell's Kitchen,10036
Pure Paws Veterinary Clinic,Veterinarian,40.759522,-73.995934,Hell's Kitchen,10036
Advance Emergency,Health and Medicine,40.759958,-73.995776,Hell's Kitchen,10036
MedRite Urgent Care,Urgent Care Center,40.760314,-73.996362,Hell's Kitchen,10036
Fragrant Wellness,Alternative Medicine Clinic,40.761604,-73.994792,Hell's Kitchen,10036
Hilti,Health and Medicine,40.756822,-73.994036,Hell's Kitchen,10018
Sunflower Chinese Bodywork,Acupuncture Clinic,40.75662,-73.993504,Hell's Kitchen,10018
Therapath,Medical Lab,40.762387,-73.995741,Hell's Kitchen,10036
International Aids Prevention Initiative,Maternity Clinic,40.760594,-73.992219,Hell's Kitchen,10036
"Reiffe, Leonard - Citymd West 42nd Urgent Care",Health and Medicine,40.758292,-73.99156,Hell's Kitchen,10036
"Patricia A. Leone, DO",Family Medicine Doctor,40.757532,-73.991705,Hell's Kitchen,10036
City MD,Physician,40.758188,-73.991381,Hell's Kitchen,10036
1199Seiu,Emergency Service,40.757632,-73.99158,Hell's Kitchen,10036
"Local 1199 Hospital & Health Care Employees Union, Rwdsu Alf-CIO",Hospital,40.75759,-73.991576,Hell's Kitchen,10036
1199 Home Care Industrl Fund,Home Health Care Service,40.757647,-73.991448,Hell's Kitchen,10036
Hospital League Local 1199,Hospital,40.757647,-73.991448,Hell's Kitchen,10036
Ivan Shapiro House,Assisted Living Service,40.762137,-73.993022,Hell's Kitchen,10036
"Pain Physicians NY: Tamer Elbaz, MD",Health and Medicine,40.759707,-73.991092,Hell's Kitchen,10036
Double Diamond Wellness,Acupuncture Clinic,40.755379,-73.993499,Hell's Kitchen,10018
Gay Group Therapy,Health and Medicine,40.755324,-73.99354,Hell's Kitchen,10036
Loving at Your Best,Mental Health Clinic,40.755324,-73.99354,Hell's Kitchen,10018
Center For Re-Intergra-Tion,Hospital,40.755152,-73.993927,Hell's Kitchen,10018
"EOI-NYC Centre for Endodontics, Oral Surgery & Dental Implants",Dentist,40.755315,-73.98192,Midtown,10036
Zheng Acupuncture,Acupuncture Clinic,40.755573,-73.980358,Midtown,10036
Gotham Gastroenterology,Gastroenterologist,40.754837,-73.97963,Midtown,10017
Midtown Center for Treatment and Research,Hospital,40.756234,-73.981825,Midtown,10036
Bodhizone Grand Central,Health and Medicine,40.754803,-73.978886,Midtown,10017
NYC Dental Professionals,Dentist,40.755016,-73.978982,Midtown,10017
AposTherapy,Physical Therapy Clinic,40.753174,-73.979259,Midtown South,10017
Grand Central Medical PC,Medical Center,40.752279,-73.980447,Midtown South,10017
Cohen's Fashion Optical,Ophthalmologist,40.752477,-73.979101,Midtown South,10017
"Jennifer K Shin, DDS",Dentist,40.751852,-73.980256,Midtown South,10017
NY Podiatric Medicine & Surgery P.C.,Podiatrist,40.752582,-73.979193,Midtown South,10017
Runner Clinic NYC,Acupuncture Clinic,40.75281,-73.984749,Midtown South,10018
Stem Cells Specialist NY,Health and Medicine,40.755368,-73.977947,Midtown,10017
Kindbody,Doctor's Office,40.751565,-73.9809,Midtown,10016
Bryant Park Chiropractic,Chiropractor,40.751558,-73.980957,Midtown,10016
COVID-19 Vaccine Hub Site: Times Square,Medical Center,40.755459,-73.985825,Midtown,10036
Fred E Grapel DDS,Dentist,40.758006,-73.980147,Midtown,10036
Walk In Clinic of NYC,Doctor's Office,40.751301,-73.980671,Midtown,10016
Recovery PT (Grand Central),Sports Medicine Clinic,40.753508,-73.97687,Midtown,10166
Tend,Dentist,40.757839,-73.979056,Midtown,10019
Lubitz Arthur,Doctor's Office,40.751215,-73.979882,Midtown,10016
Empire Chiropractic,Health and Medicine,40.751005,-73.981664,Midtown,10016
EHE International,Healthcare Clinic,40.75808,-73.979407,Midtown,10020
Sylvie Martine Epelbaum,Dermatologist,40.751215,-73.979882,Midtown South,10016
High Performance Physical Therapy,Physical Therapy Clinic,40.756717,-73.977152,Midtown South,10017
Moving Forward Wellness New York,Physical Therapy Clinic,40.756632,-73.977079,Midtown South,10017
Tend,Dentist,40.754545,-73.97643,Midtown South,10169
"Brian Campolattaro, MD",Physician,40.750949,-73.97974,Midtown South,10016
Linhart Dentistry,Dentist,40.754692,-73.975926,Midtown South,10169
Infinity Oral Surgery,Doctor's Office,40.757023,-73.976614,Midtown South,10017
The Nutrition Suite,Nutritionist,40.755501,-73.98101,Midtown,10036
M K Medical,Healthcare Clinic,40.753242,-73.980747,Midtown,10017
Adler Wellness,Podiatrist,40.756105,-73.980641,Midtown,10036
Axon Health Associates,Health and Medicine,40.756155,-73.980774,Midtown,10036
Better Body Solutions,Chiropractor,40.754841,-73.979456,Midtown,10017
Empire Dental Services,Dentist,40.755903,-73.980109,Midtown,10036
Raphael Kellman M.D.,Physician,40.755903,-73.980109,Midtown,10036
The House of Cryo,Physical Therapy Clinic,40.753077,-73.980872,Midtown,10017
"Monika Rozumilowicz, NP",Health and Medicine,40.753024,-73.980826,Midtown,10017
Real Age,Nursing Home,40.755665,-73.97892,Midtown,10017
NYC Suboxone,Medical Center,40.756763,-73.98023,Midtown,10036
"Nima Dayani, DDS, MS",Dentist,40.755315,-73.98192,Midtown,10036
The Three,Mental Health Clinic,40.75304,-73.984234,Flatiron,10018
Maiden Lane Medical,Dermatologist,40.752228,-73.980314,Midtown South,10017
IDTO DNA Paternity Testing Center,Medical Lab,40.75291,-73.979031,Midtown South,10017
G S Schwartz & Co.,Mental Health Clinic,40.75291,-73.979031,Midtown South,10017
Vaginal Rejuvenation & Dryness Center,Health and Medicine,40.752121,-73.98031,Midtown South,10017
Clarity Enhancement Laboratory,Medical Lab,40.757515,-73.980346,Midtown,10036
Target Health,Home Health Care Service,40.752199,-73.979396,Midtown South,10165
Yoshinari Harada,Chiropractor,40.751792,-73.980472,Midtown South,10016
Kalvig & Shorter Veterinary Associates,Veterinarian,40.74951,-73.977063,Midtown South,10016
New York Acupuncture & Chiropractic,Acupuncture Clinic,40.749999,-73.976952,Midtown South,10016
Silver Acupuncture,Acupuncture Clinic,40.75015,-73.97735,Midtown South,10016
Beauty Plus Aesthetics,Physician,40.749999,-73.976952,Midtown South,10016
"Stephen Lim, DDS and Associates",Dentist,40.749515,-73.980907,Midtown South,10016
Schweiger Dermatology Group,Dermatologist,40.74826,-73.981426,Midtown South,10016
Bromberg & Vokshoor - Moe Vokshoor DDS,Dentist,40.750835,-73.977945,Midtown South,10016
Mount Sinai Doctors - East 34th Street Orthopedics,Doctor's Office,40.747544,-73.981966,Midtown South,10016
Rusk Rehabilitation at NYU Langone Ambulatory Care Center,Health and Medicine,40.747244,-73.974973,Midtown South,10016
Laura and Isaac Perlmutter Cancer Center at NYU Langone,Hospital,40.745633,-73.97879,Midtown South,10016
"Brian Campolattaro, MD",Physician,40.750949,-73.97974,Midtown South,10016
Horizon Medical Group,Healthcare Clinic,40.747541,-73.982053,Midtown South,10016
Rosenblum Eye Centers,Ophthalmologist,40.749431,-73.981996,Midtown South,10016
Park Avenue Dental Cosmetics,Dentist,40.74826,-73.981426,Midtown South,10016
"Reed Flaschen, MD",Psychiatrist,40.74478,-73.978408,Midtown South,10016
Beyond Basics Physical Therapy,Physical Therapy Clinic,40.751561,-73.977056,Midtown South,10017
Mazori Daniel Nyu Langone Dermatologic Associates New York,Physician,40.74936,-73.974149,Midtown South,10017
NYU Langone Neurology Consultants of NY,Medical Center,40.749267,-73.974084,Midtown South,10017
Walk In Clinic of NYC,Doctor's Office,40.751301,-73.980671,Midtown South,10016
Jenny Craig Weight Loss Center,Weight Loss Center,40.744706,-73.979147,Midtown South,10016
Dentist On Madison Group Practice,Dentist,40.747297,-73.983092,Midtown South,10016
Dr Basch's Office,Medical Center,40.744528,-73.977743,Midtown South,10016
Bryant Park Chiropractic,Chiropractor,40.751558,-73.980957,Midtown South,10016
Kindbody,Doctor's Office,40.751565,-73.9809,Midtown South,10016
"Jennifer K Shin, DDS",Dentist,40.751852,-73.980256,Midtown South,10017
Dr Muzzi Dental Office,Dentist,40.744584,-73.976316,Midtown South,10016
Developmental Neurolinguistics Lab,Doctor's Office,40.748893,-73.98394,Midtown South,10016
Cohen's Fashion Optical,Ophthalmologist,40.752477,-73.979101,Midtown South,10017
Foot Care Of Manhattan,Podiatrist,40.746696,-73.983374,Midtown South,10016
Raskin & Rettig Hand Surgery PC,Physician,40.744659,-73.974909,Midtown South,10016
Grand Central Medical PC,Medical Center,40.752279,-73.980447,Midtown South,10017
NYU Langone Transplant Institute,General Surgeon,40.744659,-73.974909,Midtown South,10016
Leah Sasha Schwartz Classical Chinese Medicine,Acupuncture Clinic,40.748325,-73.978983,Midtown South,10016
Docjed Counseling Memory Services New York,Mental Health Clinic,40.748479,-73.979294,Midtown South,10016
"Tress Leo, DC",Chiropractor,40.748504,-73.976369,Midtown South,10016
Concorde Medical,Health and Medicine,40.748714,-73.98057,Midtown South,10016
Park Avenue Medical Spa,Physician,40.748714,-73.98057,Midtown South,10016
"Doni Wilson, ND, CPM, CNS",Health and Medicine,40.750042,-73.977346,Midtown South,10016
Wall Street Pain Relief Beyond Back Pain,Medical Center,40.750042,-73.977346,Midtown South,10016
Saunders Deborah K,Psychologist,40.75016,-73.97726,Midtown South,10016
"Ken Moadel, MD",Ophthalmologist,40.750347,-73.978057,Midtown South,10016
New York Eye Specialists,Health and Medicine,40.750404,-73.977928,Midtown South,10016
Manhattan Queens Pediatrics,Doctor's Office,40.748554,-73.976502,Midtown South,10016
NYC Oral Surgery and Implant Center,Dentist,40.746348,-73.980303,Midtown South,10016
Elena Jenkins Acupuncture,Acupuncture Clinic,40.750701,-73.976935,Midtown South,10017
"Amir Ahmadi, DDS",Dentist,40.750035,-73.981626,Midtown South,10016
Treat My Toenail Fungus,Podiatrist,40.751215,-73.979882,Midtown South,10016
Dr Emanuel Sergi,Physician,40.751095,-73.980314,Midtown South,10016
"Tracy Akner, VMD, CVA",Acupuncture Clinic,40.745111,-73.978158,Midtown South,10016
New York Weight Loss Center,Nutritionist,40.751208,-73.980144,Midtown South,10016
Callen-Lorde Community Health Center,Medical Center,40.743086,-74.003103,"Chelsea, Manhattan",10011
SPEAR Physical Therapy,Physical Therapy Clinic,40.741035,-74.001144,"Chelsea, Manhattan",10011
Chelsea Skin and Laser,Dermatologist,40.74239,-73.998927,"Chelsea, Manhattan",10011
West Village Veterinary Hospital,Veterinarian,40.739639,-74.00288,"Chelsea, Manhattan",10014
The Blavatnik Family – Chelsea Medical Center at Mount Sinai,Oncologist,40.741139,-74.003288,"Chelsea, Manhattan",10011
St Vincent's Cancer Center,Oncologist,40.740887,-74.002623,"Chelsea, Manhattan",10011
Eising South,Optometrist,40.744039,-73.999822,"Chelsea, Manhattan",10011
Highline Dental Practice,Dentist,40.746617,-74.002239,"Chelsea, Manhattan",10011
Google Wellness Center,Doctor's Office,40.741304,-74.003164,"Chelsea, Manhattan",10011
Native Ken,Optometrist,40.742958,-73.999867,"Chelsea, Manhattan",10011
Beth Israel Comprehensive Cancer Center,Health and Medicine,40.74117,-74.003346,"Chelsea, Manhattan",10011
"Manjeet Chadha, MD",Physician,40.741141,-74.003201,"Chelsea, Manhattan",10011
Chelsea Animal Hospital,Veterinarian,40.742302,-74.00019,"Chelsea, Manhattan",10011
Chelsea Dental Aesthetics: Westside Dentist NYC,Dentist,40.74695,-74.001902,"Chelsea, Manhattan",10011
Chelsea Dental Arts,Dentist,40.746549,-74.000751,"Chelsea, Manhattan",10011
New York Physical Therapy,Physical Therapy Clinic,40.746552,-74.000664,"Chelsea, Manhattan",10011
Beth Israel Medical Group,Medical Center,40.745579,-73.998747,"Chelsea, Manhattan",10011
"Brian Buggie, MD",Psychiatrist,40.74741,-74.002838,"Chelsea, Manhattan",10011
Mt . Sinai Doctors,Doctor's Office,40.745248,-73.998996,"Chelsea, Manhattan",10011
West 16th Sports Chiropractic,Chiropractor,40.740714,-74.001044,"Chelsea, Manhattan",10011
One Medical,Physician,40.741065,-74.005993,"Chelsea, Manhattan",10014
John Dellosso M.D.,Doctor's Office,40.739999,-74.003549,"Chelsea, Manhattan",10014
Plump Cosmetics & Injectables,Doctor's Office,40.741361,-73.999105,"Chelsea, Manhattan",10011
Quest Diagnostics,Health and Medicine,40.739898,-74.003283,"Chelsea, Manhattan",10014
Chelsea Village Medical Office,Doctor's Office,40.739916,-74.003462,"Chelsea, Manhattan",10014
The Institute for Family Health at 17th Street,Health and Medicine,40.740855,-73.999827,"Chelsea, Manhattan",10011
Village Primary Care,Doctor's Office,40.739898,-74.003283,"Chelsea, Manhattan",10014
Spencer Cox Center for Health,Medical Center,40.740913,-73.999698,"Chelsea, Manhattan",10011
Tri-State College of Acupuncture,Acupuncture Clinic,40.739824,-74.002057,"Chelsea, Manhattan",10011
McMahon Chiropractic,Chiropractor,40.743449,-73.997702,"Chelsea, Manhattan",10011
Chelsea Diagnostic Radiology,Health and Medicine,40.741083,-73.9994,"Chelsea, Manhattan",10011
Senior Side Federation,Nursing Home,40.746543,-74.002978,"Chelsea, Manhattan",10011
West Side Federation For Senior Housing,Nursing Home,40.746543,-74.002978,"Chelsea, Manhattan",10011
Bi Cancer Center,Hospital,40.741144,-74.003114,"Chelsea, Manhattan",10011
Continuum Cancer Center Radiation Oncology,Health and Medicine,40.740986,-74.002977,"Chelsea, Manhattan",10011
Hospital Beth Israel Medical,Hospital,40.740986,-74.002977,"Chelsea, Manhattan",10011
Horowitz Lois C,Psychologist,40.747153,-74.002347,"Chelsea, Manhattan",10011
Abington Health,Healthcare Clinic,40.741016,-74.001842,"Chelsea, Manhattan",10011
SPEAR Physical Therapy Chelsea - 16th St,Physical Therapy Clinic,40.741146,-74.001061,"Chelsea, Manhattan",10011
Webmd,Healthcare Clinic,40.740794,-74.002096,"Chelsea, Manhattan",10011
"Ken Voorhees, LCSW",Mental Health Clinic,40.741943,-73.999521,"Chelsea, Manhattan",10011
New York Speech Improvement Center,Healthcare Clinic,40.740987,-74.000924,"Chelsea, Manhattan",10011
"Noah Canlas, MD",Family Medicine Doctor,40.741032,-74.005953,"Chelsea, Manhattan",10014
Mount Sinai Doctors - West 23rd Street,Assisted Living Service,40.745634,-73.998706,"Chelsea, Manhattan",10011
"Stephen Clark, MD",Family Medicine Doctor,40.740907,-74.005856,"Chelsea, Manhattan",10014
"Gangopadhyay Koli NP - Koli Gangopadhyay, NP",Health and Medicine,40.740958,-74.005989,"Chelsea, Manhattan",10014
"Annie Chan, FNP-C",Nurse,40.740958,-74.005989,"Chelsea, Manhattan",10014
"Rodriguez German H MD - German Rodriguez, MD",Health and Medicine,40.740958,-74.005989,"Chelsea, Manhattan",10014
"Miller, Sloane: Sloane Miller",Psychologist,40.740508,-74.000687,"Chelsea, Manhattan",10011
Continuum Health Partners,Hospital,40.745859,-73.998365,"Chelsea, Manhattan",10011
Morgenthal Frederics,Optometrist,40.724348,-74.001838,Chinatown,10012
Silver Lining Opticians,Optometrist,40.725258,-74.002093,Soho,10012
La Guardia Place Pediatrics PC,Pediatrician,40.727283,-73.999029,Soho,10012
Floss & Swish Dentistry,Dentist,40.726622,-74.001492,Soho,10012
Mohawk Village Medical,Physician,40.7281,-74.000721,Soho,10012
"Stephen R Goldberg, DDS",Dentist,40.726402,-74.001658,Soho,10012
Discover Chiropractic of Soho,Chiropractor,40.7264,-74.001745,Soho,10012
Robert Marc Opticians,Optometrist,40.725547,-74.001362,Soho,10012
CVS MinuteClinic,Healthcare Clinic,40.725085,-73.994533,Soho,10012
"Pediatric Dentists NYC, PC",Health and Medicine,40.727175,-73.999025,Soho,10012
NYU Langone Medical Associates - Washington Square,Health and Medicine,40.728684,-73.997926,Soho,10012
Why Not Smile Associates,Dentist,40.725778,-73.996831,Soho,10012
D2 Publicity,Mental Health Clinic,40.725776,-73.996918,Soho,10012
"Downtown ENT: B. Thuy Le, MD","Ear, Nose and Throat Doctor",40.724842,-73.997536,Soho,10012
VABER COVID Testing NYC,Doctor's Office,40.72517,-73.997374,Soho,10012
Living Well Medical,Chiropractor,40.726127,-73.995884,Soho,10012
"Andrew Fagelman, MD",Doctor's Office,40.724465,-74.001494,Soho,10012
Spring Ob/Gyn,Physician,40.724108,-74.000738,Soho,10012
Artsee Eyewear,Optometrist,40.729015,-74.002765,Soho,10014
Urban Dermatology,Dermatologist,40.724914,-73.996884,Soho,10012
Soho Smile,Dentist,40.725318,-74.003841,Soho,10012
Eyes On Broadway,Optometrist,40.726992,-73.995831,Soho,10012
Soho Pediatrics,Doctor's Office,40.72375,-73.998017,Soho,10012
Sports PT of NY,Health and Medicine,40.72375,-73.998017,Soho,10012
Dr. Steven Shoshany Chiropractor,Chiropractor,40.726127,-73.995884,Soho,10012
Professional Physical Therapy,Physical Therapy Clinic,40.723753,-73.99793,Soho,10012
Mercer Street Medical,Dermatologist,40.723702,-73.997797,Soho,10012
Planetpr,Mental Health Clinic,40.723951,-73.996584,Soho,10012
Greene Street Dental,Dentist,40.723248,-74.000616,Chinatown,10012
Village Care,Medical Center,40.728702,-74.004368,Greenwich Village,10014
Oioc,Medical Center,40.729179,-74.004693,Greenwich Village,10014
Krewe,Optometrist,40.722984,-73.998423,Greenwich Village,10012
Rusconi Editore Spa,Health and Medicine,40.726145,-73.999203,Greenwich Village,10012
NY Health Hypnosis,Nutritionist,40.7264,-74.001745,Greenwich Village,10012
"Vladislava Levit, LMHC",Psychologist,40.728665,-73.999887,Greenwich Village,10012
Soho Obstetrics & Gynecology PC,General Surgeon,40.725382,-74.001486,Greenwich Village,10012
Finn Physical Therapy PC,Physical Therapy Clinic,40.726046,-73.996885,Greenwich Village,10012
Network Chiropractic Of Soho,Chiropractor,40.725888,-73.996748,Greenwich Village,10012
Heart and Soul Transformational Therapy,Physical Therapy Clinic,40.725285,-73.997117,Greenwich Village,10012
"Gabrielle Francis, DC, ND, L.Ac.",Chiropractor,40.724417,-74.001274,Greenwich Village,10012
Skinstudio9 New York,Health and Medicine,40.72506,-73.99692,Greenwich Village,10012
Physical Therapy Arts,Physical Therapy Clinic,40.724964,-73.997017,Greenwich Village,10012
Neal Mesnick,Physician,40.724964,-73.997017,Greenwich Village,10012
5 Point Physical Therapy,Physical Therapy Clinic,40.724966,-73.99693,Greenwich Village,10012
Alfred Adler Center For Mental Health,Mental Health Service,40.724966,-73.99693,Greenwich Village,10012
Counseling Service Unit,Mental Health Clinic,40.724966,-73.99693,Greenwich Village,10012
Guy H Guerriero DC,Chiropractor,40.725024,-73.996801,Greenwich Village,10012
Reproductive Medicine Associates of New York - Downtown,Health and Medicine,40.724969,-73.996843,Greenwich Village,10012
Factory Communications,Mental Health Clinic,40.724473,-73.997216,Greenwich Village,10012
Marianna Chiokan Mental Health Counseling Services New York,Mental Health Service,40.724473,-73.997216,Greenwich Village,10012
Fabulous Fanny's,Optometrist,40.728674,-73.985506,Greenwich Village,10003
Eyes on Second,Health and Medicine,40.730111,-73.986218,Greenwich Village,10003
Village Eyecare,Dentist,40.729228,-73.986969,Greenwich Village,10003
Anthony Aiden Opticians,Optometrist,40.728352,-73.987458,Greenwich Village,10003
House of Physical Therapy,Physical Therapy Clinic,40.727988,-73.982947,East Village,10009
ABC Animal Hospital,Veterinarian,40.729228,-73.980988,East Village,10009
Stand-Up MRI,Doctor's Office,40.729046,-73.981723,East Village,10009
Eastside Vision,Optometrist,40.72875,-73.98468,East Village,10003
Eye and Health,Ophthalmologist,40.728801,-73.984813,East Village,10003
The Village Veterinarian,Veterinarian,40.729507,-73.984622,East Village,10003
St. Marks Veterinary Hospital,Veterinarian,40.728241,-73.985508,East Village,10003
Roberto Clemente Health Center,Doctor's Office,40.728841,-73.979314,East Village,10009
Radiology Medical Arts,Health and Medicine,40.730113,-73.980149,East Village,10009
H&B Herbal,Acupuncture Clinic,40.730473,-73.980818,East Village,10009
Tribeca Pediatrics - East Village,Doctor's Office,40.730395,-73.983697,East Village,10003
"Matt Pabis, MD",Physician,40.728222,-73.986275,East Village,10003
Saint Marks Institute For Mental Health,Mental Health Clinic,40.728322,-73.986541,East Village,10003
Synergy Wellness Chiropractic & Physical Therapy,Chiropractor,40.731165,-73.981151,East Village,10009
"Ilan Paul DDS, PC Family and Cosmetic Dentistry",Dentist,40.731216,-73.981284,East Village,10009
Weill Cornell Medicine - St. Mark’s Rehabilitation,Physical Therapy Clinic,40.728141,-73.987276,East Village,10003
TD Podiatry Foot and Ankle Doctors,Podiatrist,40.726738,-73.977311,East Village,10009
East Village Dental Associates,Dentist,40.726738,-73.977311,East Village,10009
Urban Vets,Veterinarian,40.726137,-73.977593,East Village,10009
City Acupuncture East Village,Acupuncture Clinic,40.727645,-73.987649,East Village,10003
Dr Zipkowitz,Dentist,40.731861,-73.983361,East Village,10003
14th Street Medical Arts Center,Doctor's Office,40.731583,-73.983656,East Village,10003
New York Eye and Ear Infirmary of Mount Sinai - East 14th Street ENT,Medical Center,40.73188,-73.984628,East Village,10003
Warrior NYC,Chiropractor,40.727988,-73.982947,East Village,10009
RUSSIAN TURKISH BATHS Inc.,Health and Medicine,40.728077,-73.983649,East Village,10009
Health Diagnostics-Manhattan Downtown,Healthcare Clinic,40.729046,-73.981723,East Village,10009
Satori Holistic Wellness & Beauty,Acupuncture Clinic,40.727256,-73.984098,East Village,10009
"Lucente, Roderick Roderick Lucente, DMD",Dentist,40.728662,-73.979961,East Village,10009
Zander Gladish - Integrated Wellness,Nutritionist,40.727773,-73.984904,East Village,10009
Thump,Medical Center,40.729908,-73.981756,East Village,10009
Roberto Clemente Clinic II Sylvia Del Billar Progr,Medical Center,40.728731,-73.979397,East Village,10009
Roberto Clemente Family Guidance Center,Psychiatrist,40.728736,-73.979222,East Village,10009
Gouverneur Hospital Diagnostic,Hospital,40.728844,-73.979226,East Village,10009
"O. Moscovich DVM, PC",Veterinarian,40.729505,-73.98471,East Village,10003
Haddock Sally DVM,Veterinarian,40.728348,-73.985581,East Village,10003
Bio-Reference Laboratories,Medical Lab,40.73029,-73.983605,East Village,10003
Hearusa,"Ear, Nose and Throat Doctor",40.730692,-73.982704,East Village,10009
Village Veterinarian,Veterinarian,40.725117,-73.983403,East Village,10009
Taoist Arts Center,Acupuncture Clinic,40.728499,-73.98598,East Village,10003
"Yahalom-Golan, Roni",Veterinarian,40.728602,-73.986159,East Village,10003
"Neri-Candelaria, Asuncion Dr - Saint Marks Place Institute",Psychiatrist,40.728274,-73.98632,East Village,10003
Dovetail and Co.,Healthcare Clinic,40.727139,-73.986407,East Village,10003
Tanya Towers,Nursing Home,40.728338,-73.977984,East Village,10009
East House,Mental Health Service,40.724554,-73.982289,East Village,10009
Listening Body,Health and Medicine,40.73064,-73.984623,East Village,10003
