,Venue,Category,Latitude_x,Longitude_x,Neighborhood,ZIP,Borough,Longitude_y,Latitude_y
2847,Shine Bright Dental,Dentist,40.79487,-73.941892,East Harlem,10029,Manhattan,-73.94418223148524,40.79224946663033
2848,The Institute for Family Health,Family Medicine Doctor,40.789231,-73.942812,East Harlem,10029,Manhattan,-73.94418223148524,40.79224946663033
2849,Smile Dental Center Of NJ,Dentist,40.795528,-73.943535,East Harlem,10029,Manhattan,-73.94418223148524,40.79224946663033
2850,Settlement Health,Family Medicine Doctor,40.789011,-73.942979,East Harlem,10029,Manhattan,-73.94418223148524,40.79224946663033
2851,A C & C Brooklyn Animal Care,Veterinarian,40.792454,-73.939351,East Harlem,10029,Manhattan,-73.94418223148524,40.79224946663033
2852,Comprehensive Care,Nurse,40.79035,-73.949412,East Harlem,10029,Manhattan,-73.94418223148524,40.79224946663033
2853,Lenox Hill Hospital,Ophthalmologist,40.773905,-73.960688,Lenox Hill,10075,Manhattan,-73.9588596881376,40.76811265828733
2854,"Asaff Harel, MD",Neurologist,40.773598,-73.960261,Lenox Hill,10075,Manhattan,-73.9588596881376,40.76811265828733
2855,Neurosurgery at Lenox Hill Hospital,Neurologist,40.773595,-73.960349,Lenox Hill,10075,Manhattan,-73.9588596881376,40.76811265828733
2856,"John Andrew Boockvar, MD",Neurologist,40.77373,-73.960253,Lenox Hill,10075,Manhattan,-73.9588596881376,40.76811265828733
2857,Center For Maternal-Fetal Medicine,Health and Medicine,40.77349,-73.960257,Lenox Hill,10075,Manhattan,-73.9588596881376,40.76811265828733
2858,Lenox Hill Hospital Cardiac Catheterization Lab,Hospital,40.773373,-73.960602,Lenox Hill,10075,Manhattan,-73.9588596881376,40.76811265828733
2859,Dr Warman,Doctor's Office,40.772992,-73.960719,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2860,Dr Barandes Office,Doctor's Office,40.772972,-73.959451,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2861,"Redmond, Geoffrey - Crystal Run Healthcare",Physician,40.772809,-73.959488,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2862,"Nadia Afridi, MD",Plastic Surgeon,40.772734,-73.962282,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2863,Dr Nissen,Doctor's Office,40.772006,-73.959239,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2864,Dr Baiocco,Doctor's Office,40.771965,-73.958756,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2865,Manhattan Dermatologic,Doctor's Office,40.771967,-73.958669,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2866,Seligman Orthodontics,Dentist,40.771752,-73.962681,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2867,Lenox Hill Veterinarians,Veterinarian,40.77208,-73.958499,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2868,Lenox Hill Heart & Vascular,Cardiologist,40.773802,-73.960706,Lenox Hill,10075,Manhattan,-73.9588596881376,40.76811265828733
2869,Memorial Sloan Kettering Evelyn H. Lauder Breast Center,Medical Center,40.764405,-73.960955,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2870,David H. Koch Center,Health and Medicine,40.764758,-73.955813,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2871,72nd Street Medical Assoc,Physician,40.768473,-73.958141,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2872,Gaynor Integrative Oncology,Oncologist,40.769567,-73.959625,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2873,Small Door Veterinary - Upper East Side,Veterinarian,40.769139,-73.960736,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2874,Dr Hillel Hammernan,Doctor's Office,40.769842,-73.959417,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2875,HMY Vision,Optometrist,40.76635,-73.957291,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2876,Apple Pediatrics,Pediatrician,40.770176,-73.961047,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2877,"Brian Keith Tanz, DDS",Dentist,40.766854,-73.962185,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2878,Dr Nartub Omalley,Doctor's Office,40.767413,-73.955435,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2879,York Veterinary Center,Veterinarian,40.767587,-73.954961,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2880,Dr Haight,Doctor's Office,40.770383,-73.961404,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2881,Mortimer B. Zuckerman Research Center - Sloan Kettering Institute,Oncologist,40.764902,-73.956474,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2882,Sandra & Edward Meyer Cancer Center,Doctor's Office,40.765525,-73.955406,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2883,All of Us Enrollment Center,Medical Center,40.76594,-73.954772,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2884,Hospital For Special Surgery,Medical Center,40.767289,-73.953988,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2885,Jay Monahan Center for Gastrointestinal Health,Health and Medicine,40.765919,-73.954765,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2886,Manhattan Dermatologic,Doctor's Office,40.771967,-73.958669,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2887,Dr Nissen,Doctor's Office,40.772006,-73.959239,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2888,New York Center For Cosmetic Dentistry,Dentist,40.769898,-73.963396,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2889,Dr Baiocco,Doctor's Office,40.771965,-73.958756,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2890,Mary Manning Walsh Home,Assisted Living Service,40.766473,-73.954262,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2891,NewYork-Presbyterian David H. Koch Center - Gastroenterology and Hepatology,Gastroenterologist,40.764763,-73.955638,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2892,Memorial Sloan Kettering Blood Testing,Hospital,40.764512,-73.956939,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2893,Liberty Wellness & Chiro,Chiropractor,40.765899,-73.96359,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2894,Dr. Ariel Ostad,Dermatologist,40.767064,-73.964422,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2895,Rockefeller Research Laboratories,Oncologist,40.763916,-73.957047,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2896,Youlios Stephanie Youlios Stephanie New York,Health and Medicine,40.765259,-73.963303,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2897,"Saul Pressner, DMD",Dentist,40.770102,-73.96384,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2898,Lenox Hill Veterinarians,Veterinarian,40.77208,-73.958499,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2899,"Scott Weiss DPT, ATC, CSCS FACSM",Physical Therapy Clinic,40.767956,-73.961354,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2900,Llin Physical Therapy,Physical Therapy Clinic,40.769993,-73.959512,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2901,Prehab,Physical Therapy Clinic,40.770173,-73.959168,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2902,Empire Spine & Rehab,Health and Medicine,40.767191,-73.961674,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2903,"Kevin Towers, DPT",Physical Therapy Clinic,40.771219,-73.958378,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2904,N Y Professional Nurses,Nurse,40.771087,-73.95728,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2905,Social Psychiatry Research,Psychiatrist,40.768012,-73.963279,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2906,inSHAPE Fitness,Nutritionist,40.768867,-73.963574,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2907,Nancy Berk Physical Therapist,Physical Therapy Clinic,40.771802,-73.958794,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2908,"Irina Rimel, L.Ac.",Acupuncture Clinic,40.764997,-73.956209,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2909,Moskowitz Elliot DDS,Dentist,40.771776,-73.959754,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2910,"Thomas Behm, DDS",Dentist,40.77187,-73.958658,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2911,Optimum Rehab & Wellness,Health and Medicine,40.767402,-73.953818,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2912,Weill Cornell Medicine Ophthalmology,Ophthalmologist,40.765479,-73.955098,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2913,"Ali A. Baaj, MD",Physician,40.765369,-73.955181,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2914,"Elizabeth Anne Grill, PsyD",Psychiatrist,40.765369,-73.955181,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2915,All Women's Health & Med Services,Health and Medicine,40.772053,-73.958923,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2916,Memorial Sloan-Kettering Cancer Center,Physician,40.772026,-73.956486,Lenox Hill,10075,Manhattan,-73.9588596881376,40.76811265828733
2917,Ambulatory Care Network - Helmsely Medical Tower Womens Health Services,Medical Center,40.765778,-73.954017,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2918,Hiram Sedgwick Cody,Oncologist,40.764269,-73.955925,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2919,Hospital For Special Surgery,Orthopedic Surgeon,40.765298,-73.952641,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2920,2 South - Surgical ICU,Hospital,40.763906,-73.953377,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2921,Weill Cornell Psychiatry at NewYork-Presbyterian,Physician,40.764344,-73.953132,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2922,Greenberg 14 S,Hospital,40.764071,-73.953252,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2923,NewYork-Presbyterian/Weill Cornell Labor And Delivery,Hospital,40.764447,-73.953311,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2924,Hospital for Special Surgery - Radiology,Hospital,40.76507,-73.952725,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2925,"Michael L. Parks, MD",Orthopedic Surgeon,40.765154,-73.953119,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2926,NewYork-Presbyterian NICU,Hospital,40.763782,-73.953984,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2927,HSS Orthopedics,Hospital,40.765058,-73.952679,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2928,Rheumatology - Dr Lehman's Office,Doctor's Office,40.764773,-73.953236,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2929,NYP-EMS Critical Care Transport Ambulance,Emergency Room,40.763835,-73.95403,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2930,"Robert G. Marx, MD",Orthopedic Surgeon,40.765554,-73.952305,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2931,HSS Pavillion,Hospital,40.765556,-73.952217,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2932,Danyal H Nawabi Md - Hospital For Special Surgery,Hospital,40.764817,-73.953631,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2933,Lexington Neurology Assosicates,Neurologist,40.765886,-73.951968,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2934,"Lana Kang, MD",General Surgeon,40.765831,-73.952009,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2935,"Frank A. Cordasco, MD, MS",Orthopedic Surgeon,40.76593,-73.952363,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2936,HSS Orthopedic Physical Therapy Center,Physical Therapy Clinic,40.765602,-73.952525,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2937,HSS - Belaire Building,Doctor's Office,40.765602,-73.952525,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2938,Weill Cornell Medical College Epilepsy Center,Health and Medicine,40.764481,-73.954055,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2939,Warren Russell MD,Orthopedic Surgeon,40.76593,-73.952363,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2940,New York Presbyterian Hospital,Neurologist,40.764319,-73.954092,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2941,Whitney Payne Psychiatric Clinic,Health and Medicine,40.764649,-73.953843,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2942,HSS - 11 North,Hospital,40.765197,-73.953514,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2943,Cornell Pediatric Radiology,Hospital,40.765197,-73.953514,Lenox Hill,10021,Manhattan,-73.9588596881376,40.76811265828733
2944,Weill Cornell Fetal Care Center,Medical Center,40.764319,-73.954092,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2945,Lichtman Adam David MD - Weill Cornell Medicine,Healthcare Clinic,40.764319,-73.954092,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2946,"Brian G DeRubertis, M.D., FACS",Physician,40.764649,-73.953843,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2947,"Philip Steven Barie, Md - Weill Cornell Medicine",Health and Medicine,40.764649,-73.953843,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2948,"Joachim Benitez, MD",Psychiatrist,40.764649,-73.953843,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2949,"Marcin Imielinski, M.D., PhD",Psychiatrist,40.764649,-73.953843,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2950,"Gwendolyn Reeve, DMD",Dentist,40.764647,-73.95393,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2951,Ny Presbyterian Hospital,Dentist,40.764695,-73.953948,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2952,New York Presbyterian Hospital Nsg,Hospital,40.764674,-73.95399,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2953,"Margaret M. Polaneczky, MD, FACOG",Health and Medicine,40.764587,-73.954146,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2954,The Spine & Joint Center,Doctor's Office,40.761212,-73.963278,Lenox Hill,10022,Manhattan,-73.9588596881376,40.76811265828733
2955,Sameday Health,Health and Medicine,40.761666,-73.964475,Lenox Hill,10022,Manhattan,-73.9588596881376,40.76811265828733
2956,Karen Horney Clinic,Health and Medicine,40.762117,-73.96174,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2957,Weill Cornell Medicine - Psychiatry,Health and Medicine,40.762319,-73.962272,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2958,Weill Cornell Imaging Associates,Doctor's Office,40.760005,-73.959998,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2959,New York Cardiology Associates,Cardiologist,40.760613,-73.959454,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2960,Bond Vet - Upper East Side,Veterinarian,40.763164,-73.96497,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2961,USA Vein Clinics,Health and Medicine,40.762317,-73.960306,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2962,SmilesNY,Dentist,40.76341,-73.963843,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2963,Weill Cornell Medical Associates,Cardiologist,40.760613,-73.959454,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2964,"Manhattan Eye, Ear, and Throat Hospital","Ear, Nose and Throat Doctor",40.764271,-73.963473,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2965,Cardiac Health Center,Hospital,40.760749,-73.958411,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2966,Ferrantino Barbara Dr Nicholas Institute Of Sports Medicine And Athletic Trauma Nismat New York,Health and Medicine,40.764119,-73.963565,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2967,Dr Integlia - Dentist,Dentist,40.762885,-73.967318,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2968,Cohen's Fashion Optical,Ophthalmologist,40.76288,-73.967493,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2969,Hospital for Special Surgery,Hospital,40.764266,-73.962085,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2970,"Chaya B. Fridman, PhD, ABPP-CN",Healthcare Clinic,40.762286,-73.962089,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2971,Atlas Chiropractic Spine Care,Physician,40.759897,-73.959994,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2972,Executive Health Advisory,Home Health Care Service,40.763032,-73.961819,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2973,Manhattan Infusion Medicine,Alternative Medicine Clinic,40.763077,-73.965191,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2974,Weill Cornell Medicine - Sleep Medicine,Medical Center,40.760451,-73.959491,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2975,New York Presbyterian Hospital,Hospital,40.7605,-73.959219,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2976,"Ana C. Krieger, M.D. MPH",Physician,40.760405,-73.959184,Lenox Hill,10065,Manhattan,-73.9588596881376,40.76811265828733
2977,Lenox Hill Radiology,Radiologist,40.774888,-73.962453,Upper East Side,10075,Manhattan,-73.96050763135,40.775638573301805
2978,Dr Laakso,Doctor's Office,40.776346,-73.960411,Upper East Side,10075,Manhattan,-73.96050763135,40.775638573301805
2979,Acupuncture Office For Bell's Palsy,Acupuncture Clinic,40.7765,-73.960723,Upper East Side,10075,Manhattan,-73.96050763135,40.775638573301805
2980,Joule Dental,Dentist,40.774497,-73.960952,Upper East Side,10075,Manhattan,-73.96050763135,40.775638573301805
2981,Dr George C. Ellis,Physician,40.774696,-73.961571,Upper East Side,10075,Manhattan,-73.96050763135,40.775638573301805
2982,Dr Kohan,Doctor's Office,40.774329,-73.961164,Upper East Side,10075,Manhattan,-73.96050763135,40.775638573301805
2983,"Jonathan Hilton Sherwyn, MD, FACS – Plastic Surgery",Doctor's Office,40.775925,-73.962012,Upper East Side,10075,Manhattan,-73.96050763135,40.775638573301805
2984,Dr Anette Osher,Doctor's Office,40.77687,-73.95899,Upper East Side,10028,Manhattan,-73.96050763135,40.775638573301805
2985,New York Medical And Cosmetic Dermatology,Dermatologist,40.774617,-73.958465,Upper East Side,10075,Manhattan,-73.96050763135,40.775638573301805
2986,Sobel Skin,Dermatologist,40.777886,-73.959335,Upper East Side,10028,Manhattan,-73.96050763135,40.775638573301805
2987,Rosemary Desloge,"Ear, Nose and Throat Doctor",40.777687,-73.958715,Upper East Side,10028,Manhattan,-73.96050763135,40.775638573301805
2988,Handsport Surgery Institute,Sports Medicine Clinic,40.777912,-73.958374,Upper East Side,10028,Manhattan,-73.96050763135,40.775638573301805
2989,Cardiothoracic ICU,Hospital,40.773725,-73.957513,Upper East Side,10075,Manhattan,-73.96050763135,40.775638573301805
2990,Upper East Side Rehabilitation and Nursing Center,Physical Therapy Clinic,40.774242,-73.956353,Upper East Side,10075,Manhattan,-73.96050763135,40.775638573301805
2991,Caligor Pharmacy,Health and Medicine,40.777505,-73.957214,Upper East Side,10028,Manhattan,-73.96050763135,40.775638573301805
2992,Manhattan Women's Health,Obstetrician Gynecologist (Ob-gyn),40.778571,-73.957963,Upper East Side,10028,Manhattan,-73.96050763135,40.775638573301805
2993,Weill Cornell Obstetrics and Gynecology (80th Street),Doctor's Office,40.774911,-73.956048,Upper East Side,10075,Manhattan,-73.96050763135,40.775638573301805
2994,"Pediatric Dentistry: Dr. Sara B. Babich, DDS",Dentist,40.778422,-73.957476,Upper East Side,10028,Manhattan,-73.96050763135,40.775638573301805
2995,Manhattan Orthopedic Spine,Orthopedic Surgeon,40.772762,-73.957214,Upper East Side,10075,Manhattan,-73.96050763135,40.775638573301805
2996,Eastside Eye Associates,Ophthalmologist,40.773827,-73.955726,Upper East Side,10075,Manhattan,-73.96050763135,40.775638573301805
2997,New York Medical Imaging Associates,Physician,40.778035,-73.955801,Upper East Side,10028,Manhattan,-73.96050763135,40.775638573301805
2998,Upper East Smiles,Dentist,40.77296,-73.955867,Upper East Side,10075,Manhattan,-73.96050763135,40.775638573301805
2999,Equilibrium Physical Therapy,Physical Therapy Clinic,40.772962,-73.95578,Upper East Side,10075,Manhattan,-73.96050763135,40.775638573301805
3000,Shafaie Farrokh MD,Plastic Surgeon,40.775376,-73.960374,Upper East Side,10075,Manhattan,-73.96050763135,40.775638573301805
3001,Harwin Steven F MD PC,Orthopedic Surgeon,40.776183,-73.960449,Upper East Side,10075,Manhattan,-73.96050763135,40.775638573301805
3002,Pamela Lipkin MD,Plastic Surgeon,40.774791,-73.960045,Upper East Side,10075,Manhattan,-73.96050763135,40.775638573301805
3003,New York Facial & Body Rejuvenation,Plastic Surgeon,40.775499,-73.961821,Upper East Side,10075,Manhattan,-73.96050763135,40.775638573301805
3004,Sex Therapy Associates Of N Y,Psychologist,40.777308,-73.958744,Upper East Side,10028,Manhattan,-73.96050763135,40.775638573301805
3005,Preminger Plastic Surgery,Plastic Surgeon,40.777802,-73.958457,Upper East Side,10028,Manhattan,-73.96050763135,40.775638573301805
3006,S.P.O.R.T. Physiotherapy,Physical Therapy Clinic,40.776276,-73.948505,Upper East Side,10028,Manhattan,-73.96050763135,40.775638573301805
3007,Animal Clinic of New York,Veterinarian,40.776021,-73.950391,Upper East Side,10028,Manhattan,-73.96050763135,40.775638573301805
3008,Star Dental Smiles,Dentist,40.775252,-73.950886,Upper East Side,10028,Manhattan,-73.96050763135,40.775638573301805
3009,CityMD E 86th St,Urgent Care Center,40.777097,-73.95052,Upper East Side,10028,Manhattan,-73.96050763135,40.775638573301805
3010,Acupuncture Health Center,Acupuncture Clinic,40.776541,-73.951111,Upper East Side,10028,Manhattan,-73.96050763135,40.775638573301805
3011,Dr Michael Leonard,Doctor's Office,40.773183,-73.949539,Upper East Side,10028,Manhattan,-73.96050763135,40.775638573301805
3012,Happy Eyes,Optometrist,40.773726,-73.951439,Upper East Side,10028,Manhattan,-73.96050763135,40.775638573301805
3013,Hanger Prosthetics & Orthiotics,Doctor's Office,40.77543,-73.952291,Upper East Side,10028,Manhattan,-73.96050763135,40.775638573301805
3014,McCarton Center for Developmental Pediatrics,Physician,40.774411,-73.952034,Upper East Side,10028,Manhattan,-73.96050763135,40.775638573301805
3015,At Home Veterinary Service,Veterinarian,40.774918,-73.947203,Upper East Side,10028,Manhattan,-73.96050763135,40.775638573301805
3016,"Elaine K. Hicks LCSW, PhD psychotherapist",Mental Health Clinic,40.774815,-73.947024,Upper East Side,10028,Manhattan,-73.96050763135,40.775638573301805
3017,Mykel Scott,Health and Medicine,40.776668,-73.948362,Upper East Side,10028,Manhattan,-73.96050763135,40.775638573301805
3018,"At Home Veterinary, PC",Veterinarian,40.775778,-73.949377,Upper East Side,10028,Manhattan,-73.96050763135,40.775638573301805
3019,Manhattan East Associates,Health and Medicine,40.777587,-73.9463,Upper East Side,10128,Manhattan,-73.96050763135,40.775638573301805
3020,Dr Steven Kaplan,Doctor's Office,40.772762,-73.95114,Upper East Side,10075,Manhattan,-73.96050763135,40.775638573301805
3021,Eastside Smile Solutions,Dentist,40.775252,-73.950886,Upper East Side,10028,Manhattan,-73.96050763135,40.775638573301805
3022,"Marina Gastanovich, MD - Manhattan Physical Exams",Internal Medicine Doctor,40.773091,-73.948924,Upper East Side,10028,Manhattan,-73.96050763135,40.775638573301805
3023,Advanced Vision Care,Optometrist,40.77373,-73.951265,Upper East Side,10028,Manhattan,-73.96050763135,40.775638573301805
3024,"Andrew Rosen, MD",Orthopedic Surgeon,40.775648,-73.952212,Upper East Side,10028,Manhattan,-73.96050763135,40.775638573301805
3025,Eastside Sports Physical Thrpy,Physical Therapy Clinic,40.77612,-73.952711,Upper East Side,10028,Manhattan,-73.96050763135,40.775638573301805
3026,Dr Monica Halem M.D.,Doctor's Office,40.777462,-73.963077,Carnegie Hill,10075,Manhattan,-73.95325646837112,40.7826825671257
3027,Plastic Surgery & Dermatology of NYC,Plastic Surgeon,40.779554,-73.95953,Carnegie Hill,10028,Manhattan,-73.95325646837112,40.7826825671257
3028,"Robert Bos, MD",Physician,40.777301,-73.963175,Carnegie Hill,10075,Manhattan,-73.95325646837112,40.7826825671257
3029,"Bruce Yaffe, MD",Physician,40.777296,-73.963227,Carnegie Hill,10075,Manhattan,-73.95325646837112,40.7826825671257
3030,Narins Rhoda MD,Dermatologist,40.778011,-73.962748,Carnegie Hill,10028,Manhattan,-73.95325646837112,40.7826825671257
3031,East Manhattan Diagnostic Imaging,Healthcare Clinic,40.778319,-73.947202,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3032,Bar and Smith Dental,Dentist,40.778911,-73.945214,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3033,"Michael Seiden, DDS",Dentist,40.778597,-73.950927,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3034,Dello Russo Laser Vision,Ophthalmologist,40.779517,-73.944757,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3035,Giangola Daniel DVM Veterinarian,Veterinarian,40.777694,-73.948358,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3036,Life Adjustment Center,Assisted Living Service,40.778319,-73.947202,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3037,New York Methodist Hospital,Hospital,40.778358,-73.945718,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3038,"Ellen B. Kanner, PhD",Psychologist,40.778852,-73.945431,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3039,Breast & Prostate Cancer Research Foundation,Hospital,40.778854,-73.945343,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3040,Small Talk Pediatric Speech Therapy,Pathologist,40.779179,-73.947322,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3041,MinuteClinic,Healthcare Clinic,40.777943,-73.951164,Carnegie Hill,10028,Manhattan,-73.95325646837112,40.7826825671257
3042,Australian Physiotherapy Centers,Physical Therapy Clinic,40.779102,-73.944129,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3043,East Side Oncology Associates,Oncologist,40.779515,-73.944844,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3044,American Access Care Manhattan,Health and Medicine,40.780007,-73.946611,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
3045,ASPCA Animal Poison Control Center,Veterinarian,40.780143,-73.945568,Carnegie Hill,10128,Manhattan,-73.95325646837112,40.7826825671257
